,Ticker,Quarter,EPS,BPS,PER,PBR,ROE,ROA,ROIC,Debt_ratio,매출액,영업이익,순이익,자산총액,부채총액,자본총액,영업활동,투자활동,재무활동,금리,금리등락률,GDP,GDP등락률,유가,유가등락률,S&P500,close,volume,Market Cap,Sector,index
93,AMZN,20.Q1,1.05,6.55,91.90,14.87,17.80,5.0,9.60,238.90,"75,452","3,989","2,535","221,238","155,966","65,272","3,064","-8,894","-2,591",1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,123.7,2492196000.0,"$2,365,036",Retail/Wholesale,3.0
94,AMZN,19.Q4,1.15,6.28,79.06,14.76,21.10,5.8,10.80,263.00,"87,436","3,879","3,268","225,248","163,188","62,060","19,659","-3,536","-3,571",1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,100.4,1693966000.0,"$2,365,036",Retail/Wholesale,3.0
95,AMZN,19.Q3,1.13,5.71,75.67,15.20,22.50,6.2,11.70,252.30,"69,981","3,157","2,134","199,099","142,591","56,508","7,892","-5,074","-1,960",2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,88.8,1407210000.0,"$2,365,036",Retail/Wholesale,3.0
96,AMZN,19.Q2,1.21,5.38,77.08,17.57,26.30,7.2,14.30,260.60,"63,404","3,084","2,625","191,351","138,290","53,061","9,118","-7,549","-2,158",2.5,0.0,2.4,-0.1,66.7,3.6,293.0,93.3,1462976000.0,"$2,365,036",Retail/Wholesale,3.0
97,AMZN,19.Q1,1.2,4.93,72.86,18.07,28.90,7.8,16.60,267.90,"59,700","4,420","3,561","178,102","129,692","48,410","1,846","-8,123","-2,377",2.5,0.0,2.5,1.9,63.1,-1.93,282.48,96.3,1624784000.0,"$2,365,036",Retail/Wholesale,3.0
98,AMZN,18.Q4,1.01,4.47,72.91,16.86,27.00,7.1,16.60,273.50,"72,383","3,786","3,027","162,648","119,099","43,549","16,477","-3,572","-1,761",2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,85.9,2680034000.0,"$2,365,036",Retail/Wholesale,3.0
99,AMZN,18.Q3,0.89,4.01,109.73,24.97,26.70,6.7,15.40,267.30,"56,576","3,724","2,883","143,695","104,570","39,125","8,588","-5,572","-2,369",2.25,0.0,2.5,0.0,73.76,0.0,290.72,79.9,3664416000.0,"$2,365,036",Retail/Wholesale,3.0
100,GOOGL,24.Q3,7.54,25.52,21.66,6.50,31.70,22.8,36.80,37.00,"88,268","28,521","26,301","430,266","116,147","314,119","30,698","-18,011","-20,094",5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,171.1,569309100.0,"$2,343,050",Computer and Technology,4.0
101,GOOGL,24.Q2,6.97,24.34,25.68,7.49,30.50,21.6,34.70,37.90,"84,742","27,425","23,619","414,770","114,017","300,753","26,640","-2,781","-20,889",5.5,0.0,3.0,1.4,85.26,3.96,534.01,171.5,526128300.0,"$2,343,050",Computer and Technology,4.0
102,GOOGL,24.Q1,6.52,23.55,22.77,6.41,29.50,20.7,33.60,39.10,"80,539","25,472","23,662","407,350","114,506","292,844","28,848","-8,564","-19,714",5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,162.8,659471000.0,"$2,343,050",Computer and Technology,4.0
103,GOOGL,23.Q4,5.8,22.64,23.69,6.17,27.20,19.0,30.90,42.00,"86,310","23,697","20,687","402,392","119,013","283,379","18,915","-6,167","-19,308",5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,140.1,580875000.0,"$2,343,050",Computer and Technology,4.0
104,GOOGL,23.Q3,5.22,21.67,24.73,6.04,25.20,17.6,28.80,45.20,"76,693","21,343","19,689","396,711","123,509","273,202","30,656","-7,150","-18,382",5.5,0.25,4.4,2.0,86.72,8.92,443.37,124.1,680712800.0,"$2,343,050",Computer and Technology,4.0
105,GOOGL,23.Q2,4.73,21.04,24.93,5.69,23.50,16.5,27.30,43.40,"74,604","21,838","18,368","383,044","115,903","267,141","28,666","-10,800","-17,835",5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,132.7,708341500.0,"$2,343,050",Computer and Technology,4.0
106,GOOGL,23.Q1,4.5,20.37,22.68,5.09,22.80,16.2,26.10,41.60,"69,787","17,415","15,051","369,491","108,597","260,894","23,509","-2,946","-16,568",2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,107.3,604106300.0,"$2,343,050",Computer and Technology,4.0
107,GOOGL,22.Q4,4.56,19.79,19.04,4.46,23.50,16.7,26.30,42.60,"76,048","18,160","13,624","365,264","109,120","256,144","23,614","-6,227","-17,629",4.5,2.0,3.4,0.7,84.88,-12.03,393.28,98.8,672897800.0,"$2,343,050",Computer and Technology,4.0
108,GOOGL,22.Q3,5.03,19.44,18.63,4.92,26.40,18.7,28.80,41.30,"69,092","17,135","13,910","358,255","104,629","253,626","23,353",-833,"-18,097",2.5,0.75,2.7,2.4,96.91,-11.17,406.6,94.5,681488300.0,"$2,343,050",Computer and Technology,4.0
109,GOOGL,22.Q2,5.37,19.39,19.93,5.62,28.60,20.3,31.40,39.10,"69,685","19,453","16,002","355,185","99,766","255,419","19,422","-4,187","-17,817",1.75,1.25,0.3,1.3,108.08,12.49,389.8,116.3,789529700.0,"$2,343,050",Computer and Technology,4.0
110,GOOGL,22.Q1,5.52,19.21,24.66,7.24,30.20,21.3,33.10,40.60,"68,011","20,094","16,436","357,096","103,092","254,004","25,106","-9,051","-16,214",0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,114.1,761152000.0,"$2,343,050",Computer and Technology,4.0
111,GOOGL,21.Q4,5.61,18.96,25.29,7.64,31.60,22.2,34.90,42.80,"75,325","21,885","20,642","359,268","107,633","251,635","24,934","-11,016","-16,511",0.25,0.0,7.4,3.9,80.0,10.0,453.42,135.3,767206000.0,"$2,343,050",Computer and Technology,4.0
112,GOOGL,21.Q3,5.19,18.34,25.24,7.29,30.20,21.2,33.90,42.00,"65,118","21,031","18,936","347,403","102,836","244,567","25,539","-10,050","-15,254",0.25,0.0,3.5,-2.9,70.0,4.0,453.08,148.0,720758000.0,"$2,343,050",Computer and Technology,4.0
113,GOOGL,21.Q2,4.61,17.72,26.00,6.89,27.90,19.6,31.00,41.20,"61,880","19,361","18,525","335,387","97,822","237,565","21,890","-9,074","-15,991",0.25,0.0,6.4,0.8,66.0,6.0,422.6,134.7,610808000.0,"$2,343,050",Computer and Technology,4.0
114,GOOGL,21.Q1,3.75,17.06,27.07,6.05,23.50,16.8,26.60,42.20,"55,314","16,437","17,930","327,095","97,082","230,013","19,289","-5,383","-13,606",0.25,0.0,5.6,1.2,60.0,14.5,383.63,117.7,702352000.0,"$2,343,050",Computer and Technology,4.0
115,GOOGL,20.Q4,2.93,16.45,29.44,5.33,19.00,13.8,21.70,43.60,"56,898","15,651","15,227","319,616","97,072","222,544","22,677","-7,281","-9,270",0.25,0.0,4.4,-30.8,45.5,2.6,369.85,91.4,791662000.0,"$2,343,050",Computer and Technology,4.0
116,GOOGL,20.Q3,2.59,15.65,27.91,4.68,17.30,12.7,18.80,40.50,"46,173","11,213","11,247","299,243","86,323","212,920","17,003","-15,197",546,0.25,0.0,35.2,63.9,42.9,12.4,342.57,80.8,854920000.0,"$2,343,050",Computer and Technology,4.0
117,GOOGL,20.Q2,2.27,15.19,30.70,4.67,15.60,11.6,17.20,34.30,"38,297","6,383","6,959","278,492","71,170","207,322","13,993","-8,448","-7,498",0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,74.4,822998000.0,"$2,343,050",Computer and Technology,4.0
118,GOOGL,20.Q1,2.48,14.82,23.13,3.92,17.40,12.9,19.40,34.20,"41,159","7,977","6,836","273,403","69,744","203,659","11,451","-1,847","-8,186",1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,67.3,1124224000.0,"$2,343,050",Computer and Technology,4.0
119,GOOGL,19.Q4,2.46,14.60,26.90,4.59,17.80,13.2,20.20,37.00,"46,075","9,266","10,671","275,909","74,467","201,442","14,427","-4,703","-7,326",1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,71.6,673594000.0,"$2,343,050",Computer and Technology,4.0
120,GOOGL,19.Q3,2.33,14.06,25.96,4.34,17.40,13.1,20.90,34.90,"40,499","9,177","7,068","263,044","68,075","194,969","15,466","-8,945","-6,954",2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,62.9,603634000.0,"$2,343,050",Computer and Technology,4.0
121,GOOGL,19.Q2,2.48,13.84,21.64,3.91,19.20,14.5,23.00,33.80,"38,944","9,180","9,947","257,101","64,909","192,192","12,627","-10,455","-4,746",2.5,0.0,2.4,-0.1,66.7,3.6,293.0,60.9,715104000.0,"$2,343,050",Computer and Technology,4.0
122,GOOGL,19.Q1,1.99,13.20,29.23,4.46,16.20,12.3,19.80,33.70,"36,339","6,608","6,657","245,349","61,877","183,472","12,000","-5,388","-4,183",2.5,0.0,2.5,1.9,63.1,-1.93,282.48,59.9,647446000.0,"$2,343,050",Computer and Technology,4.0
123,GOOGL,18.Q4,2.19,12.77,23.64,4.09,18.30,14.1,22.20,31.10,"39,276","8,221","8,948","232,792","55,164","177,628","12,987","-6,876","-2,746",2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,56.3,697168000.0,"$2,343,050",Computer and Technology,4.0
124,GOOGL,18.Q3,1.33,12.21,44.74,4.94,11.60,9.0,21.60,30.40,"33,740","8,625","9,192","221,538","51,698","169,840","13,210","-10,408","-3,478",2.25,0.0,2.5,0.0,73.76,0.0,290.72,54.5,1130942000.0,"$2,343,050",Computer and Technology,4.0
125,META,24.Q3,21.21,65.06,26.08,8.80,35.60,23.7,34.20,55.80,"40,589","17,350","15,688","256,408","91,879","164,529","24,724","-8,620","-4,371",5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,567.6,265878300.0,"$1,477,457",Computer and Technology,5.0
126,META,24.Q2,19.57,61.86,24.87,8.16,34.20,22.9,34.20,46.90,"39,071","14,847","13,465","230,238","73,475","156,763","19,370","-8,298","-11,178",5.5,0.0,3.0,1.4,85.26,3.96,534.01,474.8,324005400.0,"$1,477,457",Computer and Technology,5.0
127,META,24.Q1,17.39,58.75,27.06,8.28,31.60,20.9,32.00,49.00,"36,455","13,818","12,369","222,844","73,315","149,529","19,246","-8,734","-19,767",5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,430.2,437131800.0,"$1,477,457",Computer and Technology,5.0
128,META,23.Q4,14.87,59.51,23.27,5.94,28.20,18.7,29.10,49.90,"40,111","16,384","14,017","229,623","76,455","153,168","19,404","-6,472","-8,401",5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,390.1,347020200.0,"$1,477,457",Computer and Technology,5.0
129,META,23.Q3,11.34,55.46,25.98,5.41,22.60,15.0,23.40,51.40,"34,146","13,748","11,583","216,274","73,401","142,873","20,402","-6,077","-5,875",5.5,0.25,4.4,2.0,86.72,8.92,443.37,301.3,511307900.0,"$1,477,457",Computer and Technology,5.0
130,META,23.Q2,8.59,52.19,32.62,5.49,17.70,11.9,18.50,54.20,"31,999","9,392","7,788","206,688","72,655","134,033","17,309","-5,203","5,292",5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,318.6,624605100.0,"$1,477,457",Computer and Technology,5.0
131,META,23.Q1,8.07,48.24,25.62,4.40,17.10,11.9,18.80,47.80,"28,645","7,227","5,709","184,491","59,696","124,795","13,998","-6,743","-10,516",2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,240.3,446687900.0,"$1,477,457",Computer and Technology,5.0
132,META,22.Q4,8.59,46.79,13.75,2.54,18.60,13.3,21.10,47.70,"32,165","6,399","4,653","185,727","60,014","125,713","14,511","-7,531","-7,060",4.5,2.0,3.4,0.7,84.88,-12.03,393.28,149.0,548770600.0,"$1,477,457",Computer and Technology,5.0
133,META,22.Q3,10.48,46.27,12.65,2.94,23.20,17.0,27.20,44.20,"27,714","5,664","4,395","178,894","54,800","124,094","9,692","-9,701","2,147",2.5,0.75,2.7,2.4,96.91,-11.17,406.6,93.2,1107662200.0,"$1,477,457",Computer and Technology,5.0
134,META,22.Q2,12.06,46.51,12.98,3.47,26.50,20.1,32.00,35.00,"28,822","8,358","6,687","169,779","44,012","125,767","12,196","-6,959","-6,563",1.75,1.25,0.3,1.3,108.08,12.49,389.8,159.1,586482400.0,"$1,477,457",Computer and Technology,5.0
135,META,22.Q1,13.21,45.22,16.21,4.91,28.70,22.3,35.30,33.30,"27,908","8,524","7,465","164,218","40,990","123,228","14,076","-4,779","-10,660",0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,200.5,672255000.0,"$1,477,457",Computer and Technology,5.0
136,META,21.Q4,13.77,44.36,23.77,7.49,29.70,23.5,37.20,32.90,"33,671","12,585","10,285","165,987","41,108","124,879","18,104","5,829","-21,742",0.25,0.0,7.4,3.9,80.0,10.0,453.42,313.3,427237300.0,"$1,477,457",Computer and Technology,5.0
137,META,21.Q3,14.0,47.39,23.74,7.18,30.20,24.3,37.90,27.20,"29,010","10,423","9,194","169,585","36,225","133,360","14,090",-330,"-15,252",0.25,0.0,3.5,-2.9,70.0,4.0,453.08,323.6,588382500.0,"$1,477,457",Computer and Technology,5.0
138,META,21.Q2,13.49,48.78,25.31,7.13,30.10,24.4,37.20,23.40,"29,077","12,367","10,394","170,609","32,382","138,227","13,247","-8,195","-8,549",0.25,0.0,6.4,0.8,66.0,6.0,422.6,356.3,335420300.0,"$1,477,457",Computer and Technology,5.0
139,META,21.Q1,11.68,46.95,24.86,6.28,27.50,22.2,34.30,22.30,"26,171","11,378","9,497","163,523","29,866","133,657","12,242","-4,874","-5,185",0.25,0.0,5.6,1.2,60.0,14.5,383.63,325.1,421257700.0,"$1,477,457",Computer and Technology,5.0
140,META,20.Q4,10.09,45.00,26.70,6.07,25.20,20.0,31.60,24.20,"28,072","12,775","11,219","159,316","31,026","128,290","14,040","-5,173","-3,207",0.25,0.0,4.4,-30.8,45.5,2.6,369.85,258.3,452633100.0,"$1,477,457",Computer and Technology,5.0
141,META,20.Q3,8.78,41.31,29.52,6.34,23.30,18.1,29.90,24.40,"21,470","8,040","7,846","146,437","28,706","117,731","9,829","-16,599","-2,911",0.25,0.0,35.2,63.9,42.9,12.4,342.57,263.1,454101600.0,"$1,477,457",Computer and Technology,5.0
142,META,20.Q2,8.19,38.75,27.51,5.86,22.90,17.6,31.40,26.50,"18,687","5,963","5,178","139,691","29,244","110,447","3,877","-4,178","-2,152",0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,253.7,517599700.0,"$1,477,457",Computer and Technology,5.0
143,META,20.Q1,7.3,36.94,22.69,4.52,21.50,16.3,31.60,31.40,"17,737","5,893","4,902","138,371","33,067","105,304","11,001","-4,109","-2,022",1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,204.7,541334600.0,"$1,477,457",Computer and Technology,5.0
144,META,19.Q4,6.43,35.41,31.67,5.79,20.00,15.3,30.10,32.00,"21,082","8,858","7,349","133,376","32,322","101,054","9,083","-4,036","-2,026",1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,201.9,347314600.0,"$1,477,457",Computer and Technology,5.0
145,META,19.Q3,6.25,32.94,28.20,5.41,20.40,16.1,31.40,32.40,"17,652","7,185","6,091","124,418","30,419","93,999","9,307","-5,050","-2,019",2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,191.6,326207200.0,"$1,477,457",Computer and Technology,5.0
146,META,19.Q2,5.89,31.09,32.29,6.21,20.10,16.4,32.50,31.80,"16,886","4,626","2,616","117,006","28,244","88,762","8,616","-4,010","-1,831",2.5,0.0,2.4,-0.1,66.7,3.6,293.0,194.2,351020900.0,"$1,477,457",Computer and Technology,5.0
147,META,19.Q1,6.72,30.29,24.33,5.50,23.70,20.1,37.40,26.50,"15,077","3,317","2,429","109,477","22,961","86,516","9,308","-6,768","-1,423",2.5,0.0,2.5,1.9,63.1,-1.93,282.48,193.4,381985300.0,"$1,477,457",Computer and Technology,5.0
148,META,18.Q4,7.57,29.11,17.04,4.48,27.50,24.0,45.20,15.70,"16,914","7,820","6,882","97,334","13,207","84,127","7,618","-3,685","-3,541",2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,166.7,527547900.0,"$1,477,457",Computer and Technology,5.0
149,META,18.Q3,6.63,27.85,24.35,5.91,25.00,21.9,46.00,15.10,"13,727","5,781","5,137","92,452","12,110","80,342","7,498","-4,247","-5,157",2.25,0.0,2.5,0.0,73.76,0.0,290.72,151.8,622446300.0,"$1,477,457",Computer and Technology,5.0
150,TSLA,24.Q3,3.65,21.87,65.80,11.95,19.30,11.3,11.70,70.30,"25,182","2,717","2,167","119,852","49,142","69,931","6,255","-2,875",132,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,249.9,1910807800.0,"$1,351,628",Auto/Tires/Trucks,6.0
151,TSLA,24.Q2,3.56,20.83,50.94,9.49,20.10,11.7,11.60,68.60,"25,500","1,605","1,478","112,832","45,569","66,468","3,612","-3,225","2,540",5.5,0.0,3.0,1.4,85.26,3.96,534.01,232.1,2946114300.0,"$1,351,628",Auto/Tires/Trucks,6.0
152,TSLA,24.Q1,3.92,20.21,41.13,8.70,23.50,13.6,14.70,68.40,"21,301","1,171","1,129","109,226","44,046","64,378",242,"-5,084",196,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,183.3,2478540800.0,"$1,351,628",Auto/Tires/Trucks,6.0
153,TSLA,23.Q4,4.3,19.73,52.67,12.61,27.90,15.9,18.70,68.70,"25,167","2,064","7,928","106,618","43,009","62,634","4,370","-4,804",887,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,187.3,2343784600.0,"$1,351,628",Auto/Tires/Trucks,6.0
154,TSLA,23.Q3,3.11,16.83,73.84,14.85,21.80,12.2,24.70,73.80,"23,350","1,764","1,853","93,941","39,446","53,466","3,308","-4,762","2,263",5.5,0.25,4.4,2.0,86.72,8.92,443.37,200.8,2590570100.0,"$1,351,628",Auto/Tires/Trucks,6.0
155,TSLA,23.Q2,3.53,16.12,68.04,16.23,26.50,14.6,31.60,75.10,"24,927","2,399","2,703","90,591","38,409","51,130","3,065","-3,534",-328,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,267.4,2392089000.0,"$1,351,628",Auto/Tires/Trucks,6.0
156,TSLA,23.Q1,3.4,15.18,55.86,13.66,27.80,15.1,33.80,78.20,"23,329","2,664","2,513","86,833","37,598","48,054","2,513","-2,484",-233,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,164.3,2505176300.0,"$1,351,628",Auto/Tires/Trucks,6.0
157,TSLA,22.Q4,3.62,14.28,30.98,8.70,32.40,17.2,39.90,81.50,"24,318","3,901","3,687","82,338","36,440","44,704","3,278","-6,131",-495,4.5,2.0,3.4,0.7,84.88,-12.03,393.28,173.2,3897499400.0,"$1,351,628",Auto/Tires/Trucks,6.0
158,TSLA,22.Q3,3.23,12.67,74.28,20.86,31.90,16.5,39.10,83.60,"21,454","3,688","3,292","74,426","33,302","39,851","5,100","-2,791",-712,2.5,0.75,2.7,2.4,96.91,-11.17,406.6,227.5,1735263100.0,"$1,351,628",Auto/Tires/Trucks,6.0
159,TSLA,22.Q2,2.76,11.69,73.32,19.18,29.80,15.0,34.40,84.80,"16,934","2,464","2,259","68,513","30,855","36,376","2,351",-884,-406,1.75,1.25,0.3,1.3,108.08,12.49,389.8,297.1,1744884000.0,"$1,351,628",Auto/Tires/Trucks,6.0
160,TSLA,22.Q1,2.45,10.99,132.60,32.67,28.90,13.9,30.90,89.90,"18,756","3,603","3,318","66,038","30,632","34,085","3,995","-2,167","-1,914",0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,290.3,1520959800.0,"$1,351,628",Auto/Tires/Trucks,6.0
161,TSLA,21.Q4,1.63,10.20,192.30,35.16,21.00,9.7,21.00,101.20,"17,719","2,613","2,321","62,131","30,548","30,189","4,585","-1,916","-1,257",0.25,0.0,7.4,3.9,80.0,10.0,453.42,312.2,1916006400.0,"$1,351,628",Auto/Tires/Trucks,6.0
162,TSLA,21.Q3,1.03,9.04,221.38,28.38,14.30,6.4,14.50,108.50,"13,757","2,004","1,618","57,834","29,340","27,053","3,147","-1,855","-1,381",0.25,0.0,3.5,-2.9,70.0,4.0,453.08,371.3,1586803800.0,"$1,351,628",Auto/Tires/Trucks,6.0
163,TSLA,21.Q2,0.64,8.52,300.22,26.40,10.10,4.2,10.40,116.50,"11,958","1,312","1,142","55,146","28,896","24,804","2,124","-1,515","-1,549",0.25,0.0,6.4,0.8,66.0,6.0,422.6,229.1,1345349400.0,"$1,351,628",Auto/Tires/Trucks,6.0
164,TSLA,21.Q1,0.33,7.98,560.91,27.85,6.40,2.4,7.10,123.90,"10,389",594,438,"52,972","28,507","23,017","1,641","-2,582","-1,016",0.25,0.0,5.6,1.2,60.0,14.5,383.63,236.5,2035619100.0,"$1,351,628",Auto/Tires/Trucks,6.0
165,TSLA,20.Q4,0.21,7.94,927.75,30.10,5.00,1.7,5.80,127.90,"10,744",575,270,"52,148","28,418","22,225","3,019","-1,047","2,692",0.25,0.0,4.4,-30.8,45.5,2.6,369.85,264.5,2117084400.0,"$1,351,628",Auto/Tires/Trucks,6.0
166,TSLA,20.Q3,0.17,5.70,718.98,24.94,5.30,1.4,4.80,175.60,"8,771",809,331,"45,691","28,143","16,031","2,400","-1,039","4,450",0.25,0.0,35.2,63.9,42.9,12.4,342.57,129.3,2500999200.0,"$1,351,628",Auto/Tires/Trucks,6.0
167,TSLA,20.Q2,0.14,3.54,543.93,20.31,4.60,1.0,3.80,271.50,"6,036",327,104,"38,135","26,754","9,855",964,-566,123,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,95.4,5679502500.0,"$1,351,628",Auto/Tires/Trucks,6.0
168,TSLA,20.Q1,-0.05,3.34,-659.88,10.36,-2.10,-0.4,2.10,289.10,"5,985",283,16,"37,250","26,518","9,173",-440,-480,"2,708",1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,52.1,5722162500.0,"$1,351,628",Auto/Tires/Trucks,6.0
169,TSLA,19.Q4,-0.33,2.49,-87.47,11.39,-15.00,-2.7,-0.20,395.90,"7,384",359,105,"34,309","26,199","6,618","1,425",-403,-79,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,43.4,6108277500.0,"$1,351,628",Auto/Tires/Trucks,6.0
170,TSLA,19.Q3,-0.32,2.25,-52.17,7.14,-15.50,-2.7,-0.20,419.10,"6,303",261,143,"32,795","25,313","6,040",756,-486,118,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,21.0,3419739000.0,"$1,351,628",Auto/Tires/Trucks,6.0
171,TSLA,19.Q2,-0.25,2.15,-58.91,6.79,-13.30,-2.2,0.40,432.60,"6,350",-167,-408,"31,873","24,722","5,715",864,-241,"2,143",2.5,0.0,2.4,-0.1,66.7,3.6,293.0,16.1,2990050500.0,"$1,351,628",Auto/Tires/Trucks,6.0
172,TSLA,19.Q1,-0.38,1.78,-49.91,10.50,-21.60,-3.3,-0.80,496.70,"4,541",-522,-702,"28,913","22,875","4,606",-640,-306,-653,2.5,0.0,2.5,1.9,63.1,-1.93,282.48,15.9,3461209500.0,"$1,351,628",Auto/Tires/Trucks,6.0
173,TSLA,18.Q4,-0.38,1.92,-58.56,11.61,-21.90,-3.4,-0.90,475.90,"7,226",414,140,"29,740","23,427","4,923","1,235",-365,-112,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,20.5,2634781500.0,"$1,351,628",Auto/Tires/Trucks,6.0
174,TSLA,18.Q3,-0.71,1.76,-25.21,10.02,-41.90,-6.3,-4.10,519.20,"6,824",416,311,"29,263","23,409","4,509","1,391",-561,-84,2.25,0.0,2.5,0.0,73.76,0.0,290.72,22.5,4295410500.0,"$1,351,628",Auto/Tires/Trucks,6.0
175,AVGO,24.Q4,1.23,14.64,133.83,11.66,8.60,3.4,18.80,144.80,"14,054","4,627","4,324","165,645","97,967","67,678","5,604",-132,"-6,076",5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,,,"$1,031,217",Computer and Technology,7.0
176,AVGO,24.Q3,1.16,14.08,131.40,10.20,8.90,3.4,20.00,155.80,"13,072","3,788","-1,875","167,966","102,315","65,651","4,963","3,245","-8,065",5.5,0.0,3.0,1.4,85.26,3.96,534.01,169.8,440173000.0,"$1,031,217",Computer and Technology,7.0
177,AVGO,24.Q2,2.33,15.05,57.66,8.47,22.10,8.3,23.00,150.40,"12,487","2,965","2,121","175,211","105,250","69,961","4,580",-706,"-5,929",5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,160.7,747793200.0,"$1,031,217",Computer and Technology,7.0
178,AVGO,24.Q1,2.7,15.55,49.27,8.16,33.60,11.8,28.70,153.10,"11,961","2,083","1,325","177,870","107,586","70,284","4,815","-25,477","18,337",5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,130.0,524184000.0,"$1,031,217",Computer and Technology,7.0
179,AVGO,23.Q4,3.3,5.78,24.57,14.43,61.60,19.5,39.00,203.70,"9,295","4,240","3,524","72,861","48,873","23,988","4,828",-124,"-2,570",5.5,0.25,4.4,2.0,86.72,8.92,443.37,118.0,582842000.0,"$1,031,217",Computer and Technology,7.0
180,AVGO,23.Q3,3.25,5.35,26.77,16.82,61.60,19.2,38.30,224.30,"8,876","3,856","3,303","71,595","49,516","22,079","4,719",-144,"-4,073",5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,84.1,462210000.0,"$1,031,217",Computer and Technology,7.0
181,AVGO,23.Q2,3.19,5.30,19.26,11.87,61.00,18.8,37.90,225.70,"8,733","4,008","3,481","71,667","49,660","22,007","4,502",-318,"-5,278",2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,89.9,489146000.0,"$1,031,217",Computer and Technology,7.0
182,AVGO,23.Q1,2.97,5.58,19.60,10.60,57.40,17.4,36.10,213.10,"8,915","4,103","3,774","72,976","49,666","23,310","4,036",-103,"-3,702",4.5,2.0,3.4,0.7,84.88,-12.03,393.28,62.7,313005000.0,"$1,031,217",Computer and Technology,7.0
183,AVGO,22.Q4,2.65,5.55,17.07,8.43,51.30,15.5,33.40,222.60,"8,930","3,986","3,359","73,249","50,540","22,709","4,583",-128,"-2,016",2.5,0.75,2.7,2.4,96.91,-11.17,406.6,58.5,445594000.0,"$1,031,217",Computer and Technology,7.0
184,AVGO,22.Q3,2.31,5.16,22.01,10.36,43.80,13.5,30.10,241.50,"8,464","3,737","3,074","71,326","50,423","20,876","4,424",80,"-3,532",1.75,1.25,0.3,1.3,108.08,12.49,389.8,47.0,481500000.0,"$1,031,217",Computer and Technology,7.0
185,AVGO,22.Q2,2.02,5.14,26.23,10.80,37.00,11.6,26.30,242.00,"8,103","3,394","2,590","71,719","50,729","20,963","4,243",-310,"-5,147",0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,53.5,394534000.0,"$1,031,217",Computer and Technology,7.0
186,AVGO,22.Q1,1.76,5.58,30.71,10.07,31.30,10.0,23.10,218.70,"7,706","3,108","2,472","73,224","50,230","22,968","3,486",-309,"-5,121",0.25,0.0,7.4,3.9,80.0,10.0,453.42,55.4,425646000.0,"$1,031,217",Computer and Technology,7.0
187,AVGO,21.Q4,1.5,6.09,34.00,8.77,26.50,8.5,20.30,202.60,"7,407","2,581","1,989","75,570","50,581","24,962","3,541",50,"-2,533",0.25,0.0,3.5,-2.9,70.0,4.0,453.08,58.6,627019000.0,"$1,031,217",Computer and Technology,7.0
188,AVGO,21.Q3,1.35,5.92,34.50,8.18,24.00,7.6,17.70,211.60,"6,778","2,126","1,876","75,880","51,513","24,340","3,541",-47,"-1,907",0.25,0.0,6.4,0.8,66.0,6.0,422.6,53.2,341653000.0,"$1,031,217",Computer and Technology,7.0
