,Ticker,Quarter,EPS,BPS,PER,PBR,ROE,ROA,ROIC,Debt_ratio,매출액,영업이익,순이익,자산총액,부채총액,자본총액,영업활동,투자활동,재무활동,금리,금리등락률,GDP,GDP등락률,유가,유가등락률,S&P500,close,volume,Market Cap,Sector,index
7427,K,24.Q1,2.67,9.24,21.22,6.19,25.70,5.4,15.70,381.90,"3,200",393,267,"15,315","12,037","3,152",364,-333,-58,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,57.9,56643300.0,"$27,748",Consumer Discretionary,297.0
7428,K,23.Q4,2.76,9.27,20.14,6.03,25.00,5.4,16.00,385.90,"1,089",74,27,"15,621","12,252","3,175",245,-90,-990,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,54.8,57778600.0,"$27,748",Consumer Discretionary,297.0
7429,K,23.Q3,2.37,11.81,24.67,5.05,20.70,4.5,12.30,357.10,"3,255",414,269,"18,695","14,418","4,038",756,-128,179,5.5,0.25,4.4,2.0,86.72,8.92,443.37,50.5,73051900.0,"$27,748",Consumer Discretionary,297.0
7430,K,23.Q3,2.49,11.56,26.65,5.83,21.40,4.7,12.20,350.10,"3,351",417,357,"18,101","13,880","3,965",368,-139,-266,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,50.5,73051900.0,"$27,748",Consumer Discretionary,297.0
7431,K,23.Q2,2.41,11.85,27.38,5.65,20.40,4.5,11.70,349.20,"3,342",346,298,"18,630","14,151","4,052",276,-205,-33,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,62.8,41289948.0,"$27,748",Consumer Discretionary,297.0
7432,K,22.Q4,2.79,11.55,25.33,6.17,23.80,5.1,13.20,358.30,"1,171",-89,-98,"18,496","14,121","3,941",471,-136,-416,4.5,2.0,3.4,0.7,84.88,-12.03,393.28,64.4,43169351.0,"$27,748",Consumer Discretionary,297.0
7433,K,22.Q4,4.34,12.56,15.89,5.53,37.60,8.0,19.10,333.40,"3,946",368,310,"19,016","14,278","4,283",375,6,-282,2.5,0.75,2.7,2.4,96.91,-11.17,406.6,64.4,43169351.0,"$27,748",Consumer Discretionary,297.0
7434,K,22.Q3,4.33,12.04,16.30,5.94,39.50,8.0,18.80,352.30,"3,864",415,326,"18,937","14,379","4,082",478,-206,-212,1.75,1.25,0.3,1.3,108.08,12.49,389.8,72.1,42062181.0,"$27,748",Consumer Discretionary,297.0
7435,K,22.Q2,4.49,11.16,14.54,5.91,42.90,8.4,19.30,377.30,"3,672",517,422,"18,612","14,317","3,795",327,-112,-171,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,69.4,52825710.0,"$27,748",Consumer Discretionary,297.0
7436,K,22.Q1,4.33,10.91,14.77,5.91,43.40,8.2,18.60,375.30,986,-40,433,"18,178","13,963","3,720",556,-143,-566,0.25,0.0,7.4,3.9,80.0,10.0,453.42,64.3,41783576.0,"$27,748",Consumer Discretionary,297.0
7437,K,21.Q4,3.67,10.22,17.28,6.25,38.50,6.9,17.30,413.30,"3,622",447,307,"18,407","14,398","3,484",458,-55,-339,0.25,0.0,3.5,-2.9,70.0,4.0,453.08,59.2,50317635.0,"$27,748",Consumer Discretionary,297.0
7438,K,21.Q3,3.79,9.86,16.76,6.48,41.10,7.1,17.60,426.30,"3,555",504,380,"18,213","14,333","3,362",452,-141,-306,0.25,0.0,6.4,0.8,66.0,6.0,422.6,57.6,43627305.0,"$27,748",Consumer Discretionary,297.0
7439,K,21.Q2,3.7,9.18,17.13,6.94,41.80,6.9,17.20,459.20,"3,584",472,368,"18,064","14,409","3,138",235,-189,-95,0.25,0.0,5.6,1.2,60.0,14.5,383.63,59.5,41122425.0,"$27,748",Consumer Discretionary,297.0
7440,K,21.Q1,3.63,9.05,17.10,6.87,42.80,6.8,16.80,461.40,"3,464",385,205,"17,996","14,360","3,112",393,64,"-1,409",0.25,0.0,4.4,-30.8,45.5,2.6,369.85,58.6,54769656.0,"$27,748",Consumer Discretionary,297.0
7441,K,20.Q3,3.46,8.88,18.16,7.11,42.00,6.5,16.10,503.80,"3,429",411,348,"18,922","15,336","3,044",622,-134,-213,0.25,0.0,35.2,63.9,42.9,12.4,342.57,59.1,37447321.0,"$27,748",Consumer Discretionary,297.0
7442,K,20.Q2,3.17,8.37,20.08,7.63,39.60,6.1,15.40,527.70,"3,465",506,351,"18,551","15,145","2,870",580,-313,-243,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,64.8,47459176.0,"$27,748",Consumer Discretionary,297.0
7443,K,20.Q1,2.99,7.82,19.85,7.61,38.00,5.7,13.90,562.00,"3,412",459,347,"18,240","15,028","2,674",391,-202,477,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,61.5,51149186.0,"$27,748",Consumer Discretionary,297.0
7444,K,19.Q4,2.8,8.05,24.57,8.59,36.00,5.3,12.90,518.70,"3,223",360,145,"17,564","14,250","2,747",251,-157,-174,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,64.0,37396627.0,"$27,748",Consumer Discretionary,297.0
7445,K,19.Q3,2.14,8.00,29.87,8.01,27.80,4.0,10.20,521.10,"3,372",263,247,"17,499","14,211","2,727",405,"1,258","-1,554",2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,59.7,41099101.0,"$27,748",Consumer Discretionary,297.0
7446,K,19.Q2,2.51,7.79,21.11,6.88,31.90,4.7,10.90,583.30,"3,461",397,286,"18,669","15,457","2,650",450,-164,-201,2.5,0.0,2.4,-0.1,66.7,3.6,293.0,54.7,64395231.0,"$27,748",Consumer Discretionary,297.0
7447,K,19.Q1,3.38,7.41,16.81,7.79,42.60,6.5,13.80,606.70,"3,522",381,282,"18,465","15,368","2,533",70,-163,24,2.5,0.0,2.5,1.9,63.1,-1.93,282.48,56.6,47039137.0,"$27,748",Consumer Discretionary,297.0
7448,K,18.Q4,3.83,7.50,14.87,7.64,48.50,7.6,15.40,562.10,"3,317",326,-84,"17,780","14,621","2,601",610,-163,-430,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,55.4,48555167.0,"$27,748",Consumer Discretionary,297.0
7449,K,18.Q3,5.27,8.78,13.21,7.96,69.30,10.6,21.40,475.70,"3,469",396,380,"18,114","14,499","3,048",479,-124,-298,2.25,0.0,2.5,0.0,73.76,0.0,290.72,61.5,55336020.0,"$27,748",Consumer Discretionary,297.0
7450,NUE,24.Q3,10.36,86.58,14.11,1.74,12.20,7.3,13.00,62.50,"7,444",390,250,"34,346","12,790","20,473","1,301","-1,170",-510,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,141.8,42350500.0,"$27,374",Basic Materials,298.0
7451,NUE,24.Q2,13.88,86.50,11.09,1.83,16.50,9.9,17.60,59.90,"8,077",887,645,"34,185","12,413","20,724","1,485",-711,-692,5.5,0.0,3.0,1.4,85.26,3.96,534.01,162.9,32795000.0,"$27,374",Basic Materials,298.0
7452,NUE,24.Q1,17.01,85.13,11.26,2.30,20.60,12.4,22.10,59.00,"8,137","1,178",845,"33,933","12,207","20,694",460,-890,"-1,396",5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,168.5,30339600.0,"$27,374",Basic Materials,298.0
7453,NUE,23.Q4,18.0,85.18,9.46,2.04,22.50,13.4,24.30,63.10,"7,705","1,039",785,"35,340","13,217","20,941","1,520",-656,-348,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,186.9,35648900.0,"$27,374",Basic Materials,298.0
7454,NUE,23.Q3,19.77,82.36,7.79,1.90,25.70,15.1,26.80,62.30,"8,776","1,535","1,142","34,268","12,759","20,466","2,464",-461,-655,5.5,0.25,4.4,2.0,86.72,8.92,443.37,147.8,32767800.0,"$27,374",Basic Materials,298.0
7455,NUE,23.Q3,21.7,79.77,7.43,2.07,29.60,17.0,30.20,62.30,"9,523","2,048","1,461","33,380","12,439","19,954","1,920",-610,-669,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,147.8,32767800.0,"$27,374",Basic Materials,298.0
7456,NUE,23.Q2,25.56,74.99,5.85,2.05,37.00,20.7,36.30,64.80,"8,710","1,608","1,137","32,246","12,317","19,017","1,207",-770,-921,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,172.1,26209500.0,"$27,374",Basic Materials,298.0
7457,NUE,22.Q4,28.79,71.78,4.45,1.84,44.70,24.4,42.40,70.10,"8,724","1,573","1,256","32,479","12,909","18,415","2,534",-716,-586,4.5,2.0,3.4,0.7,84.88,-12.03,393.28,169.0,39977600.0,"$27,374",Basic Materials,298.0
7458,NUE,22.Q4,31.66,68.35,3.26,1.58,54.00,29.1,50.50,74.80,"10,501","2,357","1,695","32,073","13,248","17,708","2,805",-451,"-1,311",2.5,0.75,2.7,2.4,96.91,-11.17,406.6,169.0,39977600.0,"$27,374",Basic Materials,298.0
7459,NUE,22.Q3,32.44,63.86,3.11,1.67,60.80,32.5,55.30,82.20,"11,794","3,541","2,561","31,668","13,816","16,809","2,262","-3,555",-425,1.75,1.25,0.3,1.3,108.08,12.49,389.8,131.4,43032800.0,"$27,374",Basic Materials,298.0
7460,NUE,22.Q2,27.81,55.99,5.03,2.64,58.10,31.2,52.20,82.10,"10,493","2,934","2,096","28,633","12,490","15,205","2,472",-982,-189,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,135.8,49327900.0,"$27,374",Basic Materials,298.0
7461,NUE,21.Q4,23.16,49.04,4.78,2.33,53.40,28.8,47.30,80.00,"10,364","3,010","2,250","25,823","11,219","14,016","2,610",-497,"-1,648",0.25,0.0,7.4,3.9,80.0,10.0,453.42,101.4,82045400.0,"$27,374",Basic Materials,298.0
7462,NUE,21.Q4,16.72,46.20,5.76,2.14,41.50,22.3,34.30,81.90,"10,313","2,880","2,128","24,949","10,999","13,423","1,737","-1,695",-797,0.25,0.0,3.5,-2.9,70.0,4.0,453.08,101.4,82045400.0,"$27,374",Basic Materials,298.0
7463,NUE,21.Q3,10.07,41.29,9.50,2.36,27.20,14.5,21.50,83.90,"8,789","2,042","1,507","22,996","10,286","12,254","1,353",-379,-747,0.25,0.0,6.4,0.8,66.0,6.0,422.6,111.7,69326600.0,"$27,374",Basic Materials,298.0
7464,NUE,21.Q2,5.39,37.92,14.49,2.08,15.40,8.3,11.70,81.30,"7,017","1,325",942,"21,172","9,311","11,447",530,-302,-411,0.25,0.0,5.6,1.2,60.0,14.5,383.63,104.0,53908200.0,"$27,374",Basic Materials,298.0
7465,NUE,20.Q4,2.36,35.73,22.26,1.49,7.00,3.8,5.30,82.40,"5,260",250,399,"20,125","8,894","10,789",491,-434,-311,0.25,0.0,4.4,-30.8,45.5,2.6,369.85,48.7,45502200.0,"$27,374",Basic Materials,298.0
7466,NUE,20.Q4,1.42,33.96,32.29,1.35,4.20,2.3,5.10,85.40,"4,928",330,193,"19,519","8,802","10,302",856,-616,-27,0.25,0.0,35.2,63.9,42.9,12.4,342.57,48.7,45502200.0,"$27,374",Basic Materials,298.0
7467,NUE,20.Q3,1.69,33.66,24.35,1.22,5.00,2.8,5.80,79.90,"4,327",231,109,"18,766","8,142","10,195","1,149",-460,852,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,47.8,42855900.0,"$27,374",Basic Materials,298.0
7468,NUE,20.Q2,2.59,33.57,13.59,1.06,7.70,4.3,8.10,71.50,"5,624",188,20,"17,866","7,270","10,168",201,-255,-229,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,42.0,49520500.0,"$27,374",Basic Materials,298.0
7469,NUE,19.Q4,4.14,34.16,13.43,1.65,12.30,7.0,11.60,72.90,"5,132",206,108,"18,345","7,553","10,358",689,-626,-216,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,47.5,49568700.0,"$27,374",Basic Materials,298.0
7470,NUE,19.Q3,5.86,34.30,8.38,1.45,17.80,10.0,16.20,73.20,"5,465",413,275,"18,506","7,645","10,449",932,-536,-141,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,53.8,48393700.0,"$27,374",Basic Materials,298.0
7471,NUE,19.Q2,7.09,33.72,7.59,1.63,22.10,12.3,20.10,72.10,"5,896",567,386,"18,126","7,428","10,301",537,-367,-290,2.5,0.0,2.4,-0.1,66.7,3.6,293.0,54.4,45150400.0,"$27,374",Basic Materials,298.0
7472,NUE,19.Q1,7.96,32.99,7.10,1.76,25.70,14.0,23.00,75.00,"6,097",715,502,"18,087","7,584","10,114",651,-266,-233,2.5,0.0,2.5,1.9,63.1,-1.93,282.48,57.1,49880500.0,"$27,374",Basic Materials,298.0
7473,NUE,18.Q4,7.42,31.19,6.89,1.66,24.90,13.6,22.70,78.80,"6,296",903,647,"17,921","7,719","9,792",492,-397,-627,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,61.2,56222400.0,"$27,374",Basic Materials,298.0
7474,NUE,18.Q3,6.56,31.00,9.57,2.05,22.80,12.5,19.80,79.50,"6,742",946,677,"17,963","7,788","9,792","1,031",-267,-310,2.25,0.0,2.5,0.0,73.76,0.0,290.72,59.1,71115300.0,"$27,374",Basic Materials,298.0
7475,EQR,24.Q3,2.44,28.66,30.52,2.60,8.40,4.6,4.30,87.70,748,223,143,429,"9,521","10,854",401,"-1,361",948,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,70.4,32023600.0,"$27,072",Finance,299.0
7476,EQR,24.Q2,2.51,28.99,27.56,2.39,8.60,4.8,4.50,75.40,734,226,177,378,"8,272","10,976",397,-138,-317,5.5,0.0,3.0,1.4,85.26,3.96,534.01,69.6,37968600.0,"$27,072",Finance,299.0
7477,EQR,24.Q1,2.41,29.22,26.18,2.16,8.30,4.6,4.30,75.20,731,210,296,410,"8,323","11,068",421,136,-500,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,64.4,45334100.0,"$27,072",Finance,299.0
7478,EQR,23.Q4,2.2,29.27,27.90,2.10,7.50,4.1,4.00,76.30,728,237,312,347,"8,456","11,086",344,59,-390,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,60.2,50138000.0,"$27,072",Finance,299.0
7479,EQR,23.Q3,1.8,29.20,32.74,2.01,6.10,3.4,3.40,77.40,724,225,173,425,"8,565","11,062",443,-197,-243,5.5,0.25,4.4,2.0,86.72,8.92,443.37,55.3,40068100.0,"$27,072",Finance,299.0
7480,EQR,23.Q2,2.21,29.11,30.11,2.27,7.50,4.1,4.00,77.70,717,219,139,377,"8,564","11,024",353,-315,-132,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,65.9,35739900.0,"$27,072",Finance,299.0
7481,EQR,23.Q1,2.43,29.44,24.82,2.04,8.30,4.5,4.30,75.70,705,197,212,404,"8,433","11,137",393,44,-355,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,63.2,31433600.0,"$27,072",Finance,299.0
7482,EQR,22.Q4,2.05,29.70,28.81,2.00,7.00,3.8,3.70,76.20,700,242,159,341,"8,517","11,173",335,-136,-183,4.5,2.0,3.4,0.7,84.88,-12.03,393.28,63.7,61053300.0,"$27,072",Finance,299.0
7483,EQR,22.Q3,3.04,29.39,22.14,2.29,10.50,5.5,5.00,78.20,695,217,323,419,"8,633","11,045",429,289,-715,2.5,0.75,2.7,2.4,96.91,-11.17,406.6,63.0,43799500.0,"$27,072",Finance,299.0
7484,EQR,22.Q2,3.33,28.98,21.71,2.49,11.50,6.0,5.30,83.30,687,202,224,362,"9,071","10,890",323,152,-468,1.75,1.25,0.3,1.3,108.08,12.49,389.8,78.4,26782000.0,"$27,072",Finance,299.0
7485,EQR,22.Q1,3.58,28.80,25.17,3.13,12.50,6.5,5.60,86.00,653,150,71,400,"9,300","10,814",368,-197,-420,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,81.5,28435500.0,"$27,072",Finance,299.0
7486,EQR,21.Q4,3.54,29.30,25.52,3.10,12.60,6.5,5.60,86.60,645,157,527,341,"9,483","10,955",282,-125,-23,0.25,0.0,7.4,3.9,80.0,10.0,453.42,88.7,38722200.0,"$27,072",Finance,299.0
7487,EQR,21.Q3,2.82,28.49,28.70,2.84,10.10,5.2,4.80,87.50,623,158,432,400,"9,329","10,663",402,-254,-314,0.25,0.0,3.5,-2.9,70.0,4.0,453.08,86.4,30784500.0,"$27,072",Finance,299.0
7488,EQR,21.Q2,1.91,27.91,40.28,2.76,6.80,3.5,3.70,89.90,598,153,316,347,"9,382","10,434",230,71,-6,0.25,0.0,6.4,0.8,66.0,6.0,422.6,84.1,34957300.0,"$27,072",Finance,299.0
7489,EQR,21.Q1,1.77,27.71,40.48,2.59,6.30,3.2,3.50,89.30,598,136,58,401,"9,207","10,315",346,-126,-222,0.25,0.0,5.6,1.2,60.0,14.5,383.63,74.2,40394600.0,"$27,072",Finance,299.0
7490,EQR,20.Q4,2.45,28.31,24.24,2.10,8.60,4.4,4.40,87.30,613,177,253,340,"9,184","10,526",231,247,-614,0.25,0.0,4.4,-30.8,45.5,2.6,369.85,61.6,48360700.0,"$27,072",Finance,299.0
7491,EQR,20.Q3,2.55,28.28,20.17,1.82,9.00,4.5,4.40,91.00,622,182,91,391,"9,576","10,517",399,-149,-261,0.25,0.0,35.2,63.9,42.9,12.4,342.57,47.0,59927100.0,"$27,072",Finance,299.0
7492,EQR,20.Q2,3.02,28.50,19.49,2.07,10.80,5.4,4.90,90.00,654,213,261,342,"9,541","10,598",253,299,-447,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,53.6,54579700.0,"$27,072",Finance,299.0
7493,EQR,20.Q1,3.15,28.34,19.60,2.18,11.40,5.6,5.20,93.00,682,214,309,398,"9,795","10,530",382,266,-625,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,65.1,48535800.0,"$27,072",Finance,299.0
7494,EQR,19.Q4,2.6,27.85,31.07,2.91,9.50,4.6,4.50,98.50,684,231,290,313,"10,165","10,316",363,-114,-217,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,83.1,31073200.0,"$27,072",Finance,299.0
7495,EQR,19.Q3,2.13,27.46,40.25,3.14,7.80,3.8,4.00,99.70,685,238,267,370,"10,152","10,183",403,-289,-339,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,88.7,33616900.0,"$27,072",Finance,299.0
7496,EQR,19.Q2,2.0,27.42,37.89,2.77,7.30,3.6,3.90,100.20,669,230,309,327,"10,175","10,154",317,-22,-79,2.5,0.0,2.4,-0.1,66.7,3.6,293.0,78.9,25761000.0,"$27,072",Finance,299.0
7497,EQR,19.Q1,1.48,27.19,50.92,2.77,5.40,2.7,3.20,100.20,662,210,105,371,"10,070","10,047",374,-347,-49,2.5,0.0,2.5,1.9,63.1,-1.93,282.48,76.4,27696800.0,"$27,072",Finance,299.0
7498,EQR,18.Q4,1.77,27.64,37.16,2.39,6.40,3.2,3.70,94.50,652,219,117,309,"9,615","10,173",312,-108,-177,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,72.6,37347400.0,"$27,072",Finance,299.0
7499,EQR,18.Q3,1.8,27.81,36.82,2.38,6.50,3.2,3.70,94.70,653,225,215,389,"9,694","10,235",359,-185,-174,2.25,0.0,2.5,0.0,73.76,0.0,290.72,65.0,42286100.0,"$27,072",Finance,299.0
7500,EL,24.Q3,0.56,14.14,176.16,7.03,3.70,0.9,5.90,319.30,"3,361",38,-156,"21,317","16,233","5,084",-670,-160,-226,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,68.9,96282500.0,"$26,694",Consumer Staples,300.0
7501,EL,24.Q2,1.08,14.80,97.82,7.18,7.10,1.7,7.40,307.90,"3,871",-233,-284,"21,677","16,363","5,314",889,-225,-976,5.5,0.0,3.0,1.4,85.26,3.96,534.01,99.6,62960100.0,"$26,694",Consumer Staples,300.0
7502,EL,24.Q1,1.78,16.00,86.21,9.62,11.50,2.8,8.90,295.20,"3,940",531,330,"22,700","16,956","5,744",534,-178,-570,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,146.7,48637700.0,"$26,694",Consumer Staples,300.0
7503,EL,23.Q4,1.3,15.92,112.07,9.16,8.30,2.0,7.60,307.60,"4,279",574,313,"23,283","17,571","5,712","1,345",-262,-270,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,132.0,58287800.0,"$26,694",Consumer Staples,300.0
7504,EL,23.Q3,1.52,14.91,94.35,9.68,9.70,2.4,7.70,324.00,"3,518",98,31,"22,650","17,308","5,342",-408,-295,-219,5.5,0.25,4.4,2.0,86.72,8.92,443.37,128.9,43296200.0,"$26,694",Consumer Staples,300.0
7505,EL,23.Q2,2.79,15.61,69.77,12.57,17.60,4.6,11.90,319.20,"3,609",-5,-33,"23,415","17,830","5,585",714,"-2,690",500,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,180.0,45768500.0,"$26,694",Consumer Staples,300.0
7506,EL,23.Q1,3.03,16.42,80.70,14.98,19.10,5.2,12.70,286.50,"3,751",297,156,"22,715","16,838","5,877",266,-242,"1,775",2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,246.7,24997800.0,"$26,694",Consumer Staples,300.0
7507,EL,22.Q4,4.13,16.50,59.30,15.00,25.80,7.2,15.60,251.30,"4,620",556,394,"20,731","14,829","5,902","1,401",-271,-381,4.5,2.0,3.4,0.7,84.88,-12.03,393.28,277.1,28903900.0,"$26,694",Consumer Staples,300.0
7508,EL,22.Q3,6.01,15.42,35.23,13.97,37.30,10.4,21.90,262.30,"3,930",661,489,"19,989","14,472","5,517",-650,-14,-304,2.5,0.75,2.7,2.4,96.91,-11.17,406.6,200.5,38999100.0,"$26,694",Consumer Staples,300.0
7509,EL,22.Q2,6.55,15.53,38.08,16.28,39.80,11.1,23.80,274.10,"3,561",79,52,"20,910","15,320","5,590","1,071",-382,-520,1.75,1.25,0.3,1.3,108.08,12.49,389.8,273.1,21706700.0,"$26,694",Consumer Staples,300.0
7510,EL,22.Q1,9.14,17.12,29.10,15.88,54.80,15.4,31.20,246.70,"4,245",738,558,"21,359","15,173","6,150",123,-149,-741,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09,264.1,27611400.0,"$26,694",Consumer Staples,300.0
7511,EL,21.Q4,8.85,17.24,40.95,21.43,54.50,15.2,30.70,254.50,"5,539","1,418","1,088","22,078","15,826","6,218","1,927",-261,"-1,061",0.25,0.0,7.4,3.9,80.0,10.0,453.42,311.8,35160300.0,"$26,694",Consumer Staples,300.0
7512,EL,21.Q3,8.25,16.79,35.66,17.82,52.70,14.6,28.10,254.30,"4,392",935,692,"21,580","15,465","6,081",-81,-153,-714,0.25,0.0,3.5,-2.9,70.0,4.0,453.08,324.3,24941400.0,"$26,694",Consumer Staples,300.0
7513,EL,21.Q2,7.79,16.69,40.18,19.04,53.50,14.5,26.70,262.20,"3,936",234,"1,018","21,971","15,880","6,057",854,"-1,287","-1,030",0.25,0.0,6.4,0.8,66.0,6.0,422.6,333.8,18756400.0,"$26,694",Consumer Staples,300.0
7514,EL,21.Q1,3.77,15.20,75.91,19.09,28.80,7.4,14.20,259.40,"3,864",616,456,"19,900","14,342","5,528",799,-180,257,0.25,0.0,5.6,1.2,60.0,14.5,383.63,313.8,20489100.0,"$26,694",Consumer Staples,300.0
7515,EL,20.Q4,2.51,14.93,103.72,17.76,20.50,5.0,10.40,260.80,"4,853","1,063",873,"19,595","14,139","5,421","1,620",-155,-229,0.25,0.0,4.4,-30.8,45.5,2.6,369.85,236.6,25283500.0,"$26,694",Consumer Staples,300.0
7516,EL,20.Q3,1.66,12.30,128.67,17.69,14.20,3.4,8.70,301.50,"3,562",705,523,"17,903","13,422","4,452",358,-242,-890,0.25,0.0,35.2,63.9,42.9,12.4,342.57,219.7,19754500.0,"$26,694",Consumer Staples,300.0
7517,EL,20.Q2,1.86,10.91,99.31,17.26,15.80,3.9,9.50,351.20,"2,430",-543,-462,"17,781","13,819","3,935",335,-141,-64,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34,197.5,24048900.0,"$26,694",Consumer Staples,300.0
7518,EL,20.Q1,3.54,12.02,43.97,13.23,29.20,8.0,18.30,323.50,"3,345",109,-6,"18,363","14,005","4,329",690,-207,838,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46,176.4,45792100.0,"$26,694",Consumer Staples,300.0
7519,EL,19.Q4,5.07,12.70,39.87,16.25,41.20,12.5,28.60,291.60,"4,624",261,557,"17,937","13,336","4,574","1,425","-1,222","1,103",1.75,-0.5,2.8,-2.0,63.25,1.95,322.41,195.2,37543100.0,"$26,694",Consumer Staples,300.0
7520,EL,19.Q3,5.1,12.54,38.18,15.84,42.20,13.9,33.10,240.00,"3,895",779,595,"15,431","10,873","4,530",-170,-128,-416,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12,186.3,41121200.0,"$26,694",Consumer Staples,300.0
7521,EL,19.Q2,4.82,12.07,37.12,15.11,40.40,13.9,35.80,199.40,"3,590",216,157,"13,156","8,745","4,386",761,-301,-359,2.5,0.0,2.4,-0.1,66.7,3.6,293.0,184.2,23442400.0,"$26,694",Consumer Staples,300.0
7522,EL,19.Q1,4.9,12.68,32.96,13.03,40.30,14.3,34.70,181.20,"3,744",674,555,"12,931","8,314","4,588",483,809,-278,2.5,0.0,2.5,1.9,63.1,-1.93,282.48,171.8,22772300.0,"$26,694",Consumer Staples,300.0
7523,EL,18.Q4,4.38,11.85,28.94,10.96,36.00,12.9,29.70,193.80,"4,005",771,573,"12,676","8,343","4,306","1,392",-66,-894,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92,136.4,53484600.0,"$26,694",Consumer Staples,300.0
7524,EL,18.Q3,3.16,12.01,45.18,12.11,25.70,9.4,28.60,184.10,"3,524",652,500,"12,543","8,113","4,406",-119,31,-642,2.25,0.0,2.5,0.0,73.76,0.0,290.72,137.4,57860100.0,"$26,694",Consumer Staples,300.0
7525,BR,24.Q3,5.78,18.87,36.53,11.37,31.60,8.5,18.30,263.40,"1,423",135,80,"8,017","5,811","2,206",-126,-40,152,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01,210.9,9640700.0,"$26,418",Business Services,301.0
7526,BR,24.Q2,5.86,18.42,33.35,10.74,32.40,8.6,18.40,280.10,"1,944",441,323,"8,242","6,074","2,168",721,-71,-580,5.5,0.0,3.0,1.4,85.26,3.96,534.01,214.0,9774600.0,"$26,418",Business Services,301.0
7527,BR,24.Q1,5.86,19.25,34.52,10.64,32.20,8.6,19.50,262.40,"1,727",303,214,"8,215","5,948","2,267",207,-40,-209,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21,193.4,8283400.0,"$26,418",Business Services,301.0
7528,BR,23.Q4,5.74,17.57,35.40,11.71,32.50,8.4,18.30,286.90,"1,405",124,70,"8,000","5,932","2,068",190,-22,-124,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33,204.2,11274200.0,"$26,418",Business Services,301.0
7529,BR,23.Q3,5.63,17.92,31.52,10.01,33.00,8.2,17.30,282.00,"1,431",149,91,"8,071","5,958","2,113",-62,-14,57,5.5,0.25,4.4,2.0,86.72,8.92,443.37,170.6,9835000.0,"$26,418",Business Services,301.0
7530,BR,23.Q2,5.3,19.04,30.99,8.72,31.80,7.7,15.70,267.50,"1,839",454,324,"8,233","5,993","2,241",729,-31,-778,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28,167.9,6920100.0,"$26,418",Business Services,301.0
7531,BR,23.Q1,4.66,16.98,31.11,8.63,29.20,6.8,12.80,321.80,"1,646",287,199,"8,432","6,433","1,999",176,-14,-114,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91,145.4,9600400.0,"$26,418",Business Services,301.0
7532,BR,22.Q4,4.48,15.18,29.63,8.83,28.70,6.5,12.20,350.60,"1,293",108,58,"8,051","6,265","1,787",123,-22,-46,4.5,2.0,3.4,0.7,84.88,-12.03,393.28,150.4,9797000.0,"$26,418",Business Services,301.0
