,금리,금리등락률,GDP,GDP등락률,유가,유가등락률,S&P500
5803,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
5804,5.5,0.25,4.4,2.0,86.72,8.92,443.37
5805,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
5806,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
5807,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
5808,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
5809,1.75,1.25,0.3,1.3,108.08,12.49,389.8
5810,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
5811,0.25,0.0,7.4,3.9,80.0,10.0,453.42
5812,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
5813,0.25,0.0,6.4,0.8,66.0,6.0,422.6
5814,0.25,0.0,5.6,1.2,60.0,14.5,383.63
5815,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
5816,0.25,0.0,35.2,63.9,42.9,12.4,342.57
5817,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
5818,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
5819,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
5820,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
5821,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
5822,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
5823,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
5824,2.25,0.0,2.5,0.0,73.76,0.0,290.72
5825,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
5826,5.5,0.0,3.0,1.4,85.26,3.96,534.01
5827,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
5828,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
5829,5.5,0.25,4.4,2.0,86.72,8.92,443.37
5830,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
5831,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
5832,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
5833,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
5834,1.75,1.25,0.3,1.3,108.08,12.49,389.8
5835,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
5836,0.25,0.0,7.4,3.9,80.0,10.0,453.42
5837,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
5838,0.25,0.0,6.4,0.8,66.0,6.0,422.6
5839,0.25,0.0,5.6,1.2,60.0,14.5,383.63
5840,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
5841,0.25,0.0,35.2,63.9,42.9,12.4,342.57
5842,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
5843,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
5844,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
5845,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
5846,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
5847,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
5848,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
5849,2.25,0.0,2.5,0.0,73.76,0.0,290.72
5850,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
5851,5.5,0.0,3.0,1.4,85.26,3.96,534.01
5852,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
5853,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
5854,5.5,0.25,4.4,2.0,86.72,8.92,443.37
5855,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
5856,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
5857,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
5858,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
5859,1.75,1.25,0.3,1.3,108.08,12.49,389.8
5860,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
5861,0.25,0.0,7.4,3.9,80.0,10.0,453.42
5862,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
5863,0.25,0.0,6.4,0.8,66.0,6.0,422.6
5864,0.25,0.0,5.6,1.2,60.0,14.5,383.63
5865,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
5866,0.25,0.0,35.2,63.9,42.9,12.4,342.57
5867,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
5868,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
5869,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
5870,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
5871,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
5872,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
5873,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
5874,2.25,0.0,2.5,0.0,73.76,0.0,290.72
5875,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
5876,5.5,0.0,3.0,1.4,85.26,3.96,534.01
5877,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
5878,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
5879,5.5,0.25,4.4,2.0,86.72,8.92,443.37
5880,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
5881,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
5882,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
5883,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
5884,1.75,1.25,0.3,1.3,108.08,12.49,389.8
5885,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
5886,0.25,0.0,7.4,3.9,80.0,10.0,453.42
5887,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
5888,0.25,0.0,6.4,0.8,66.0,6.0,422.6
5889,0.25,0.0,5.6,1.2,60.0,14.5,383.63
5890,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
5891,0.25,0.0,35.2,63.9,42.9,12.4,342.57
5892,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
5893,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
5894,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
5895,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
5896,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
5897,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
5898,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
5899,2.25,0.0,2.5,0.0,73.76,0.0,290.72
5900,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
5901,5.5,0.0,3.0,1.4,85.26,3.96,534.01
5902,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
5903,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
5904,5.5,0.25,4.4,2.0,86.72,8.92,443.37
5905,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
5906,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
5907,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
5908,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
5909,1.75,1.25,0.3,1.3,108.08,12.49,389.8
5910,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
5911,0.25,0.0,7.4,3.9,80.0,10.0,453.42
5912,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
5913,0.25,0.0,6.4,0.8,66.0,6.0,422.6
5914,0.25,0.0,5.6,1.2,60.0,14.5,383.63
5915,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
5916,0.25,0.0,35.2,63.9,42.9,12.4,342.57
5917,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
5918,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
5919,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
5920,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
5921,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
5922,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
5923,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
5924,2.25,0.0,2.5,0.0,73.76,0.0,290.72
5925,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
5926,5.5,0.0,3.0,1.4,85.26,3.96,534.01
5927,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
5928,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
5929,5.5,0.25,4.4,2.0,86.72,8.92,443.37
5930,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
5931,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
5932,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
5933,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
5934,1.75,1.25,0.3,1.3,108.08,12.49,389.8
5935,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
5936,0.25,0.0,7.4,3.9,80.0,10.0,453.42
5937,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
5938,0.25,0.0,6.4,0.8,66.0,6.0,422.6
5939,0.25,0.0,5.6,1.2,60.0,14.5,383.63
5940,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
5941,0.25,0.0,35.2,63.9,42.9,12.4,342.57
5942,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
5943,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
5944,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
5945,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
5946,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
5947,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
5948,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
5949,2.25,0.0,2.5,0.0,73.76,0.0,290.72
5950,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
5951,5.5,0.0,3.0,1.4,85.26,3.96,534.01
5952,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
5953,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
5954,5.5,0.25,4.4,2.0,86.72,8.92,443.37
5955,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
5956,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
5957,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
5958,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
5959,1.75,1.25,0.3,1.3,108.08,12.49,389.8
5960,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
5961,0.25,0.0,7.4,3.9,80.0,10.0,453.42
5962,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
5963,0.25,0.0,6.4,0.8,66.0,6.0,422.6
5964,0.25,0.0,5.6,1.2,60.0,14.5,383.63
5965,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
5966,0.25,0.0,35.2,63.9,42.9,12.4,342.57
5967,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
5968,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
5969,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
5970,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
5971,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
5972,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
5973,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
5974,2.25,0.0,2.5,0.0,73.76,0.0,290.72
5975,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
5976,5.5,0.0,3.0,1.4,85.26,3.96,534.01
5977,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
5978,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
5979,5.5,0.25,4.4,2.0,86.72,8.92,443.37
5980,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
5981,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
5982,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
5983,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
5984,1.75,1.25,0.3,1.3,108.08,12.49,389.8
5985,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
5986,0.25,0.0,7.4,3.9,80.0,10.0,453.42
5987,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
5988,0.25,0.0,6.4,0.8,66.0,6.0,422.6
5989,0.25,0.0,5.6,1.2,60.0,14.5,383.63
5990,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
5991,0.25,0.0,35.2,63.9,42.9,12.4,342.57
5992,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
5993,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
5994,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
5995,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
5996,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
5997,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
5998,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
5999,2.25,0.0,2.5,0.0,73.76,0.0,290.72
6000,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
6001,5.5,0.0,3.0,1.4,85.26,3.96,534.01
6002,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
6003,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
6004,5.5,0.25,4.4,2.0,86.72,8.92,443.37
6005,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
6006,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
6007,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
6008,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
6009,1.75,1.25,0.3,1.3,108.08,12.49,389.8
6010,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
6011,0.25,0.0,7.4,3.9,80.0,10.0,453.42
6012,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
6013,0.25,0.0,6.4,0.8,66.0,6.0,422.6
6014,0.25,0.0,5.6,1.2,60.0,14.5,383.63
6015,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
6016,0.25,0.0,35.2,63.9,42.9,12.4,342.57
6017,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
6018,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
6019,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
6020,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
6021,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
6022,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
6023,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
6024,2.25,0.0,2.5,0.0,73.76,0.0,290.72
6025,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
6026,5.5,0.0,3.0,1.4,85.26,3.96,534.01
6027,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
6028,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
6029,5.5,0.25,4.4,2.0,86.72,8.92,443.37
6030,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
6031,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
6032,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
6033,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
6034,1.75,1.25,0.3,1.3,108.08,12.49,389.8
6035,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
6036,0.25,0.0,7.4,3.9,80.0,10.0,453.42
6037,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
6038,0.25,0.0,6.4,0.8,66.0,6.0,422.6
6039,0.25,0.0,5.6,1.2,60.0,14.5,383.63
6040,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
6041,0.25,0.0,35.2,63.9,42.9,12.4,342.57
6042,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
6043,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
6044,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
6045,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
6046,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
6047,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
6048,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
6049,2.25,0.0,2.5,0.0,73.76,0.0,290.72
6050,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
6051,5.5,0.0,3.0,1.4,85.26,3.96,534.01
6052,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
6053,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
6054,5.5,0.25,4.4,2.0,86.72,8.92,443.37
6055,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
6056,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
6057,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
6058,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
6059,1.75,1.25,0.3,1.3,108.08,12.49,389.8
6060,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
6061,0.25,0.0,7.4,3.9,80.0,10.0,453.42
6062,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
6063,0.25,0.0,6.4,0.8,66.0,6.0,422.6
6064,0.25,0.0,5.6,1.2,60.0,14.5,383.63
6065,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
6066,0.25,0.0,35.2,63.9,42.9,12.4,342.57
6067,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
6068,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
6069,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
6070,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
6071,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
6072,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
6073,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
6074,2.25,0.0,2.5,0.0,73.76,0.0,290.72
6075,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
6076,5.5,0.0,3.0,1.4,85.26,3.96,534.01
6077,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
6078,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
6079,5.5,0.25,4.4,2.0,86.72,8.92,443.37
6080,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
6081,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
6082,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
6083,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
6084,1.75,1.25,0.3,1.3,108.08,12.49,389.8
6085,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
6086,0.25,0.0,7.4,3.9,80.0,10.0,453.42
6087,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
6088,0.25,0.0,6.4,0.8,66.0,6.0,422.6
6089,0.25,0.0,5.6,1.2,60.0,14.5,383.63
6090,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
6091,0.25,0.0,35.2,63.9,42.9,12.4,342.57
6092,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
6093,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
6094,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
6095,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
6096,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
6097,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
6098,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
6099,2.25,0.0,2.5,0.0,73.76,0.0,290.72
6100,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
6101,5.5,0.0,3.0,1.4,85.26,3.96,534.01
6102,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
6103,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
6104,5.5,0.25,4.4,2.0,86.72,8.92,443.37
6105,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
6106,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
6107,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
6108,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
6109,1.75,1.25,0.3,1.3,108.08,12.49,389.8
6110,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
6111,0.25,0.0,7.4,3.9,80.0,10.0,453.42
6112,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
6113,0.25,0.0,6.4,0.8,66.0,6.0,422.6
6114,0.25,0.0,5.6,1.2,60.0,14.5,383.63
6115,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
6116,0.25,0.0,35.2,63.9,42.9,12.4,342.57
6117,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
6118,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
6119,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
6120,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
6121,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
6122,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
6123,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
6124,2.25,0.0,2.5,0.0,73.76,0.0,290.72
6125,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
6126,5.5,0.0,3.0,1.4,85.26,3.96,534.01
6127,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
6128,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
6129,5.5,0.25,4.4,2.0,86.72,8.92,443.37
6130,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
6131,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
6132,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
6133,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
6134,1.75,1.25,0.3,1.3,108.08,12.49,389.8
6135,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
6136,0.25,0.0,7.4,3.9,80.0,10.0,453.42
6137,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
6138,0.25,0.0,6.4,0.8,66.0,6.0,422.6
6139,0.25,0.0,5.6,1.2,60.0,14.5,383.63
6140,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
6141,0.25,0.0,35.2,63.9,42.9,12.4,342.57
6142,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
6143,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
6144,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
6145,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
6146,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
6147,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
6148,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
6149,2.25,0.0,2.5,0.0,73.76,0.0,290.72
6150,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
6151,5.5,0.0,3.0,1.4,85.26,3.96,534.01
6152,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
6153,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
6154,5.5,0.25,4.4,2.0,86.72,8.92,443.37
6155,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
6156,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
6157,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
6158,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
6159,1.75,1.25,0.3,1.3,108.08,12.49,389.8
6160,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
6161,0.25,0.0,7.4,3.9,80.0,10.0,453.42
6162,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
6163,0.25,0.0,6.4,0.8,66.0,6.0,422.6
6164,0.25,0.0,5.6,1.2,60.0,14.5,383.63
6165,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
6166,0.25,0.0,35.2,63.9,42.9,12.4,342.57
6167,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
6168,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
6169,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
6170,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
6171,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
6172,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
6173,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
6174,2.25,0.0,2.5,0.0,73.76,0.0,290.72
6175,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
6176,5.5,0.0,3.0,1.4,85.26,3.96,534.01
6177,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
6178,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
6179,5.5,0.25,4.4,2.0,86.72,8.92,443.37
6180,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
6181,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
6182,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
6183,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
6184,1.75,1.25,0.3,1.3,108.08,12.49,389.8
6185,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
6186,0.25,0.0,7.4,3.9,80.0,10.0,453.42
6187,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
6188,0.25,0.0,6.4,0.8,66.0,6.0,422.6
6189,0.25,0.0,5.6,1.2,60.0,14.5,383.63
6190,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
6191,0.25,0.0,35.2,63.9,42.9,12.4,342.57
6192,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
6193,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
6194,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
6195,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
6196,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
6197,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
6198,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
6199,2.25,0.0,2.5,0.0,73.76,0.0,290.72
6200,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
6201,5.5,0.0,3.0,1.4,85.26,3.96,534.01
6202,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
6203,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
6204,5.5,0.25,4.4,2.0,86.72,8.92,443.37
6205,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
6206,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
6207,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
6208,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
6209,1.75,1.25,0.3,1.3,108.08,12.49,389.8
6210,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
6211,0.25,0.0,7.4,3.9,80.0,10.0,453.42
6212,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
6213,0.25,0.0,6.4,0.8,66.0,6.0,422.6
6214,0.25,0.0,5.6,1.2,60.0,14.5,383.63
6215,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
6216,0.25,0.0,35.2,63.9,42.9,12.4,342.57
6217,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
6218,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
6219,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
6220,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
6221,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
6222,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
6223,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
6224,2.25,0.0,2.5,0.0,73.76,0.0,290.72
6225,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
6226,5.5,0.0,3.0,1.4,85.26,3.96,534.01
6227,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
6228,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
6229,5.5,0.25,4.4,2.0,86.72,8.92,443.37
6230,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
6231,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
6232,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
6233,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
6234,1.75,1.25,0.3,1.3,108.08,12.49,389.8
