,금리,금리등락률,GDP,GDP등락률,유가,유가등락률,S&P500
3847,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3848,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3849,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3850,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3851,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3852,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3853,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3854,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3855,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3856,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3857,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3858,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3859,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3860,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3861,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3862,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3863,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3864,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3865,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3866,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3867,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3868,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3869,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3870,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3871,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3872,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3873,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3874,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3875,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3876,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3877,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3878,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3879,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3880,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3881,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3882,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3883,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3884,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3885,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3886,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3887,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3888,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3889,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3890,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3891,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3892,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3893,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3894,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3895,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3896,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3897,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3898,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3899,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3900,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3901,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3902,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3903,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3904,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3905,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3906,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3907,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3908,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3909,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3910,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3911,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3912,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3913,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3914,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3915,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3916,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3917,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3918,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3919,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3920,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3921,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3922,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3923,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3924,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3925,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3926,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3927,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3928,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3929,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3930,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3931,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3932,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3933,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3934,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3935,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3936,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3937,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3938,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3939,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3940,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3941,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3942,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3943,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3944,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3945,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3946,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3947,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3948,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3949,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3950,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3951,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3952,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3953,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3954,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3955,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3956,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3957,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3958,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3959,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3960,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3961,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3962,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3963,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3964,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3965,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3966,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3967,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3968,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3969,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3970,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3971,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3972,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3973,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3974,2.25,0.0,2.5,0.0,73.76,0.0,290.72
3975,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
3976,5.5,0.0,3.0,1.4,85.26,3.96,534.01
3977,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
3978,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
3979,5.5,0.25,4.4,2.0,86.72,8.92,443.37
3980,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
3981,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
3982,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
3983,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
3984,1.75,1.25,0.3,1.3,108.08,12.49,389.8
3985,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
3986,0.25,0.0,7.4,3.9,80.0,10.0,453.42
3987,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
3988,0.25,0.0,6.4,0.8,66.0,6.0,422.6
3989,0.25,0.0,5.6,1.2,60.0,14.5,383.63
3990,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
3991,0.25,0.0,35.2,63.9,42.9,12.4,342.57
3992,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
3993,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
3994,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
3995,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
3996,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
3997,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
3998,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
3999,2.25,0.0,2.5,0.0,73.76,0.0,290.72
4000,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
4001,5.5,0.0,3.0,1.4,85.26,3.96,534.01
4002,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
4003,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
4004,5.5,0.25,4.4,2.0,86.72,8.92,443.37
4005,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
4006,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
4007,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
4008,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
4009,1.75,1.25,0.3,1.3,108.08,12.49,389.8
4010,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
4011,0.25,0.0,7.4,3.9,80.0,10.0,453.42
4012,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
4013,0.25,0.0,6.4,0.8,66.0,6.0,422.6
4014,0.25,0.0,5.6,1.2,60.0,14.5,383.63
4015,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
4016,0.25,0.0,35.2,63.9,42.9,12.4,342.57
4017,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
4018,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
4019,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
4020,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
4021,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
4022,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
4023,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
4024,2.25,0.0,2.5,0.0,73.76,0.0,290.72
4025,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
4026,5.5,0.0,3.0,1.4,85.26,3.96,534.01
4027,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
4028,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
4029,5.5,0.25,4.4,2.0,86.72,8.92,443.37
4030,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
4031,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
4032,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
4033,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
4034,1.75,1.25,0.3,1.3,108.08,12.49,389.8
4035,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
4036,0.25,0.0,7.4,3.9,80.0,10.0,453.42
4037,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
4038,0.25,0.0,6.4,0.8,66.0,6.0,422.6
4039,0.25,0.0,5.6,1.2,60.0,14.5,383.63
4040,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
4041,0.25,0.0,35.2,63.9,42.9,12.4,342.57
4042,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
4043,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
4044,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
4045,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
4046,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
4047,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
4048,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
4049,2.25,0.0,2.5,0.0,73.76,0.0,290.72
4050,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
4051,5.5,0.0,3.0,1.4,85.26,3.96,534.01
4052,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
4053,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
4054,5.5,0.25,4.4,2.0,86.72,8.92,443.37
4055,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
4056,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
4057,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
4058,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
4059,1.75,1.25,0.3,1.3,108.08,12.49,389.8
4060,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
4061,0.25,0.0,7.4,3.9,80.0,10.0,453.42
4062,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
4063,0.25,0.0,6.4,0.8,66.0,6.0,422.6
4064,0.25,0.0,5.6,1.2,60.0,14.5,383.63
4065,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
4066,0.25,0.0,35.2,63.9,42.9,12.4,342.57
4067,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
4068,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
4069,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
4070,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
4071,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
4072,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
4073,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
4074,2.25,0.0,2.5,0.0,73.76,0.0,290.72
4075,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
4076,5.5,0.0,3.0,1.4,85.26,3.96,534.01
4077,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
4078,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
4079,5.5,0.25,4.4,2.0,86.72,8.92,443.37
4080,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
4081,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
4082,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
4083,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
4084,1.75,1.25,0.3,1.3,108.08,12.49,389.8
4085,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
4086,0.25,0.0,7.4,3.9,80.0,10.0,453.42
4087,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
4088,0.25,0.0,6.4,0.8,66.0,6.0,422.6
4089,0.25,0.0,5.6,1.2,60.0,14.5,383.63
4090,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
4091,0.25,0.0,35.2,63.9,42.9,12.4,342.57
4092,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
4093,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
4094,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
4095,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
4096,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
4097,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
4098,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
4099,2.25,0.0,2.5,0.0,73.76,0.0,290.72
4100,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
4101,5.5,0.0,3.0,1.4,85.26,3.96,534.01
4102,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
4103,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
4104,5.5,0.25,4.4,2.0,86.72,8.92,443.37
4105,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
4106,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
4107,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
4108,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
4109,1.75,1.25,0.3,1.3,108.08,12.49,389.8
4110,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
4111,0.25,0.0,7.4,3.9,80.0,10.0,453.42
4112,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
4113,0.25,0.0,6.4,0.8,66.0,6.0,422.6
4114,0.25,0.0,5.6,1.2,60.0,14.5,383.63
4115,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
4116,0.25,0.0,35.2,63.9,42.9,12.4,342.57
4117,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
4118,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
4119,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
4120,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
4121,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
4122,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
4123,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
4124,2.25,0.0,2.5,0.0,73.76,0.0,290.72
4125,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
4126,5.5,0.0,3.0,1.4,85.26,3.96,534.01
4127,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
4128,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
4129,5.5,0.25,4.4,2.0,86.72,8.92,443.37
4130,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
4131,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
4132,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
4133,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
4134,1.75,1.25,0.3,1.3,108.08,12.49,389.8
4135,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
4136,0.25,0.0,7.4,3.9,80.0,10.0,453.42
4137,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
4138,0.25,0.0,6.4,0.8,66.0,6.0,422.6
4139,0.25,0.0,5.6,1.2,60.0,14.5,383.63
4140,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
4141,0.25,0.0,35.2,63.9,42.9,12.4,342.57
4142,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
4143,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
4144,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
4145,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
4146,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
4147,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
4148,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
4149,2.25,0.0,2.5,0.0,73.76,0.0,290.72
4150,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
4151,5.5,0.0,3.0,1.4,85.26,3.96,534.01
4152,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
4153,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
4154,5.5,0.25,4.4,2.0,86.72,8.92,443.37
4155,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
4156,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
4157,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
4158,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
4159,1.75,1.25,0.3,1.3,108.08,12.49,389.8
4160,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
4161,0.25,0.0,7.4,3.9,80.0,10.0,453.42
4162,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
4163,0.25,0.0,6.4,0.8,66.0,6.0,422.6
4164,0.25,0.0,5.6,1.2,60.0,14.5,383.63
4165,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
4166,0.25,0.0,35.2,63.9,42.9,12.4,342.57
4167,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
4168,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
4169,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
4170,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
4171,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
4172,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
4173,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
4174,2.25,0.0,2.5,0.0,73.76,0.0,290.72
4175,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
4176,5.5,0.0,3.0,1.4,85.26,3.96,534.01
4177,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
4178,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
4179,5.5,0.25,4.4,2.0,86.72,8.92,443.37
4180,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
4181,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
4182,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
4183,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
4184,1.75,1.25,0.3,1.3,108.08,12.49,389.8
4185,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
4186,0.25,0.0,7.4,3.9,80.0,10.0,453.42
4187,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
4188,0.25,0.0,6.4,0.8,66.0,6.0,422.6
4189,0.25,0.0,5.6,1.2,60.0,14.5,383.63
4190,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
4191,0.25,0.0,35.2,63.9,42.9,12.4,342.57
4192,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
4193,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
4194,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
4195,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
4196,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
4197,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
4198,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
4199,2.25,0.0,2.5,0.0,73.76,0.0,290.72
4200,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
4201,5.5,0.0,3.0,1.4,85.26,3.96,534.01
4202,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
4203,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
4204,5.5,0.25,4.4,2.0,86.72,8.92,443.37
4205,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
4206,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
4207,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
4208,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
4209,1.75,1.25,0.3,1.3,108.08,12.49,389.8
4210,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
4211,0.25,0.0,7.4,3.9,80.0,10.0,453.42
4212,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
4213,0.25,0.0,6.4,0.8,66.0,6.0,422.6
4214,0.25,0.0,5.6,1.2,60.0,14.5,383.63
4215,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
4216,0.25,0.0,35.2,63.9,42.9,12.4,342.57
4217,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
4218,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
4219,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
4220,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
4221,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
4222,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
4223,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
4224,2.25,0.0,2.5,0.0,73.76,0.0,290.72
4225,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
4226,5.5,0.0,3.0,1.4,85.26,3.96,534.01
4227,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
4228,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
4229,5.5,0.25,4.4,2.0,86.72,8.92,443.37
4230,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
4231,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
4232,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
4233,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
4234,1.75,1.25,0.3,1.3,108.08,12.49,389.8
4235,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
4236,0.25,0.0,7.4,3.9,80.0,10.0,453.42
4237,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
4238,0.25,0.0,6.4,0.8,66.0,6.0,422.6
4239,0.25,0.0,5.6,1.2,60.0,14.5,383.63
4240,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
4241,0.25,0.0,35.2,63.9,42.9,12.4,342.57
4242,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
4243,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
4244,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
4245,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
4246,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
4247,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
4248,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
4249,2.25,0.0,2.5,0.0,73.76,0.0,290.72
4250,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
4251,5.5,0.0,3.0,1.4,85.26,3.96,534.01
4252,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
4253,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
4254,5.5,0.25,4.4,2.0,86.72,8.92,443.37
4255,5.25,2.5,2.4,-0.4,77.8,-2.55,493.28
4256,2.75,-1.75,2.8,-0.6,80.35,-4.53,385.91
4257,4.5,2.0,3.4,0.7,84.88,-12.03,393.28
4258,2.5,0.75,2.7,2.4,96.91,-11.17,406.6
4259,1.75,1.25,0.3,1.3,108.08,12.49,389.8
4260,0.5,0.25,-1.0,-8.4,95.59,15.59,4.09
4261,0.25,0.0,7.4,3.9,80.0,10.0,453.42
4262,0.25,0.0,3.5,-2.9,70.0,4.0,453.08
4263,0.25,0.0,6.4,0.8,66.0,6.0,422.6
4264,0.25,0.0,5.6,1.2,60.0,14.5,383.63
4265,0.25,0.0,4.4,-30.8,45.5,2.6,369.85
4266,0.25,0.0,35.2,63.9,42.9,12.4,342.57
4267,0.25,-1.0,-28.7,-23.2,30.5,-19.77,319.34
4268,1.25,-0.5,-5.5,-8.3,50.27,-12.98,297.46
4269,1.75,-0.5,2.8,-2.0,63.25,1.95,322.41
4270,2.25,-0.25,4.8,2.4,61.3,-5.4,253.12
4271,2.5,0.0,2.4,-0.1,66.7,3.6,293.0
4272,2.5,0.0,2.5,1.9,63.1,-1.93,282.48
4273,2.5,0.25,0.6,-1.9,65.03,-8.73,249.92
4274,2.25,0.0,2.5,0.0,73.76,0.0,290.72
4275,5.25,-0.25,3.1,0.1,84.0,-1.26,562.01
4276,5.5,0.0,3.0,1.4,85.26,3.96,534.01
4277,5.5,0.0,1.6,-1.6,81.3,-2.24,521.21
4278,5.5,0.0,3.2,-1.2,83.54,-3.18,469.33
